PrePost,Surveys,u,p
preNpostL:preLpostL,Pre_PSS_sum : Pre_PSS_sum,0.0,0.0
preNpostL:preLpostL,Pre_CSSEC_Sum : Pre_CSSEC_Sum,0.0,0.0
preNpostL:preLpostL,Pre_ISEL_Sum : Pre_ISEL_Sum,0.0,0.0
preNpostL:preLpostL,Pre_SCS_SF_Mean : Pre_SCS_SF_Mean,0.0,0.0
preNpostL:preLpostL,Pre_LS_Sum : Pre_LS_Sum,0.0,0.0
preNpostL:preLpostL,Pre_NBS_Sum : Pre_NBS_Sum,0.0,0.0
preNpostL:preLpostL,Pre_BRS_Sum : Pre_BRS_Sum,0.0,0.0
preNpostL:preLpostH,Pre_PSS_sum : Pre_PSS_sum,0.0,0.0
preNpostL:preLpostH,Pre_CSSEC_Sum : Pre_CSSEC_Sum,0.0,0.0
preNpostL:preLpostH,Pre_ISEL_Sum : Pre_ISEL_Sum,0.0,0.0
preNpostL:preLpostH,Pre_SCS_SF_Mean : Pre_SCS_SF_Mean,0.0,0.0
preNpostL:preLpostH,Pre_LS_Sum : Pre_LS_Sum,0.0,0.0
preNpostL:preLpostH,Pre_NBS_Sum : Pre_NBS_Sum,0.0,0.0
preNpostL:preLpostH,Pre_BRS_Sum : Pre_BRS_Sum,0.0,0.0
preNpostL:preHpostL,Pre_PSS_sum : Pre_PSS_sum,0.0,0.0
preNpostL:preHpostL,Pre_CSSEC_Sum : Pre_CSSEC_Sum,0.0,0.0
preNpostL:preHpostL,Pre_ISEL_Sum : Pre_ISEL_Sum,0.0,0.0
preNpostL:preHpostL,Pre_SCS_SF_Mean : Pre_SCS_SF_Mean,0.0,0.0
preNpostL:preHpostL,Pre_LS_Sum : Pre_LS_Sum,0.0,0.0
preNpostL:preHpostL,Pre_NBS_Sum : Pre_NBS_Sum,0.0,0.0
preNpostL:preHpostL,Pre_BRS_Sum : Pre_BRS_Sum,0.0,0.0
preNpostL:preNpostN,Pre_PSS_sum : Post_PSS_sum,78.0,0.0012383947707554962
preNpostL:preNpostN,Pre_CSSEC_Sum : Post_CSSEC_Sum,581.0,0.011534141012359968
preNpostL:preNpostN,Pre_ISEL_Sum : Post_ISEL_sum,370.0,0.9131957147545184
preNpostL:preNpostN,Pre_SCS_SF_Mean : Post_SF_CMU_Sum,0.0,3.7919586532403023e-05
preNpostL:preNpostN,Pre_LS_Sum : Post_LS_Sum,461.0,0.24905787150877656
preNpostL:preNpostN,Pre_NBS_Sum : Post_NBS_Sum,499.5,0.1106256613648137
preNpostL:preNpostN,Pre_BRS_Sum : Post_BRS_sum,147.0,0.014651484330231997
preNpostL:preNpostH,Pre_PSS_sum : Post_PSS_sum,3.0,0.005445171578690799
preNpostL:preNpostH,Pre_CSSEC_Sum : Post_CSSEC_Sum,38.0,0.2159249389401403
preNpostL:preNpostH,Pre_ISEL_Sum : Post_ISEL_sum,39.0,0.173781070118891
preNpostL:preNpostH,Pre_SCS_SF_Mean : Post_SF_CMU_Sum,0.0,0.001772936866096827
preNpostL:preNpostH,Pre_LS_Sum : Post_LS_Sum,33.5,0.47792382761428454
preNpostL:preNpostH,Pre_NBS_Sum : Post_NBS_Sum,37.0,0.2620366487696487
preNpostL:preNpostH,Pre_BRS_Sum : Post_BRS_sum,15.5,0.19365278045047596
preNpostL:preNpostL,Pre_PSS_sum : Post_PSS_sum,8.0,0.1255302702634152
preNpostL:preNpostL,Pre_CSSEC_Sum : Post_CSSEC_Sum,29.0,0.09269580255781257
preNpostL:preNpostL,Pre_ISEL_Sum : Post_ISEL_sum,14.5,0.626702406128227
preNpostL:preNpostL,Pre_SCS_SF_Mean : Post_SF_CMU_Sum,0.0,0.00492203567532315
preNpostL:preNpostL,Pre_LS_Sum : Post_LS_Sum,29.5,0.07712763781563145
preNpostL:preNpostL,Pre_NBS_Sum : Post_NBS_Sum,25.5,0.2606581238113129
preNpostL:preNpostL,Pre_BRS_Sum : Post_BRS_sum,3.5,0.024218501791925386
preNpostL:preHpostN,Pre_PSS_sum : Post_PSS_sum,9.0,0.0069358390496036555
preNpostL:preHpostN,Pre_CSSEC_Sum : Post_CSSEC_Sum,78.5,0.00297463695560701
preNpostL:preHpostN,Pre_ISEL_Sum : Post_ISEL_sum,58.5,0.18512171170669744
preNpostL:preHpostN,Pre_SCS_SF_Mean : Post_SF_CMU_Sum,0.0,0.0006138072083369066
preNpostL:preHpostN,Pre_LS_Sum : Post_LS_Sum,59.5,0.15945566393673338
preNpostL:preHpostN,Pre_NBS_Sum : Post_NBS_Sum,69.0,0.028119825763710884
preNpostL:preHpostN,Pre_BRS_Sum : Post_BRS_sum,6.5,0.0037071068433392387
preNpostL:preLpostN,Pre_PSS_sum : Post_PSS_sum,4.5,0.06663949279045295
preNpostL:preLpostN,Pre_CSSEC_Sum : Post_CSSEC_Sum,22.0,0.23533326650958586
preNpostL:preLpostN,Pre_ISEL_Sum : Post_ISEL_sum,19.5,0.46214003380576796
preNpostL:preLpostN,Pre_SCS_SF_Mean : Post_SF_CMU_Sum,0.0,0.007969413024121784
preNpostL:preLpostN,Pre_LS_Sum : Post_LS_Sum,17.0,0.7822520698874638
preNpostL:preLpostN,Pre_NBS_Sum : Post_NBS_Sum,21.5,0.2700309326870839
preNpostL:preLpostN,Pre_BRS_Sum : Post_BRS_sum,11.5,0.57954132848667
preNpostL:preHpostH,Pre_PSS_sum : Post_PSS_sum,6.0,0.06508095865779152
preNpostL:preHpostH,Pre_CSSEC_Sum : Post_CSSEC_Sum,32.0,0.030638987937703265
preNpostL:preHpostH,Pre_ISEL_Sum : Post_ISEL_sum,30.0,0.06319958766571356
preNpostL:preHpostH,Pre_SCS_SF_Mean : Post_SF_CMU_Sum,0.0,0.004998124765082452
preNpostL:preHpostH,Pre_LS_Sum : Post_LS_Sum,18.5,1.0
preNpostL:preHpostH,Pre_NBS_Sum : Post_NBS_Sum,27.0,0.17197868192455812
preNpostL:preHpostH,Pre_BRS_Sum : Post_BRS_sum,13.0,0.46804160590041655
preNpostL:preLpostL,Pre_PSS_sum : Post_PSS_sum,0.0,0.0
preNpostL:preLpostL,Pre_CSSEC_Sum : Post_CSSEC_Sum,0.0,0.0
preNpostL:preLpostL,Pre_ISEL_Sum : Post_ISEL_sum,0.0,0.0
preNpostL:preLpostL,Pre_SCS_SF_Mean : Post_SF_CMU_Sum,0.0,0.0
preNpostL:preLpostL,Pre_LS_Sum : Post_LS_Sum,0.0,0.0
preNpostL:preLpostL,Pre_NBS_Sum : Post_NBS_Sum,0.0,0.0
preNpostL:preLpostL,Pre_BRS_Sum : Post_BRS_sum,0.0,0.0
preNpostL:preLpostH,Pre_PSS_sum : Post_PSS_sum,0.0,0.0
preNpostL:preLpostH,Pre_CSSEC_Sum : Post_CSSEC_Sum,0.0,0.0
preNpostL:preLpostH,Pre_ISEL_Sum : Post_ISEL_sum,0.0,0.0
preNpostL:preLpostH,Pre_SCS_SF_Mean : Post_SF_CMU_Sum,0.0,0.0
preNpostL:preLpostH,Pre_LS_Sum : Post_LS_Sum,0.0,0.0
preNpostL:preLpostH,Pre_NBS_Sum : Post_NBS_Sum,0.0,0.0
preNpostL:preLpostH,Pre_BRS_Sum : Post_BRS_sum,0.0,0.0
preNpostL:preHpostL,Pre_PSS_sum : Post_PSS_sum,0.0,0.0
preNpostL:preHpostL,Pre_CSSEC_Sum : Post_CSSEC_Sum,0.0,0.0
preNpostL:preHpostL,Pre_ISEL_Sum : Post_ISEL_sum,0.0,0.0
preNpostL:preHpostL,Pre_SCS_SF_Mean : Post_SF_CMU_Sum,0.0,0.0
preNpostL:preHpostL,Pre_LS_Sum : Post_LS_Sum,0.0,0.0
preNpostL:preHpostL,Pre_NBS_Sum : Post_NBS_Sum,0.0,0.0
preNpostL:preHpostL,Pre_BRS_Sum : Post_BRS_sum,0.0,0.0
preHpostN:preLpostN,Pre_PSS_sum : Pre_PSS_sum,0.0,0.0012901377647840527
preHpostN:preLpostN,Pre_CSSEC_Sum : Pre_CSSEC_Sum,12.0,0.03724254459597932
preHpostN:preLpostN,Pre_ISEL_Sum : Pre_ISEL_Sum,39.5,0.7099203602584223
preHpostN:preLpostN,Pre_SCS_SF_Mean : Pre_SCS_SF_Mean,68.0,0.0025540359942365057
preHpostN:preLpostN,Pre_LS_Sum : Pre_LS_Sum,15.5,0.0784365985099544
preHpostN:preLpostN,Pre_NBS_Sum : Pre_NBS_Sum,2.0,0.0025765104969639268
preHpostN:preLpostN,Pre_BRS_Sum : Pre_BRS_Sum,70.0,0.0012772895925720373
preHpostN:preHpostH,Pre_PSS_sum : Pre_PSS_sum,69.5,0.024621430305789747
preHpostN:preHpostH,Pre_CSSEC_Sum : Pre_CSSEC_Sum,53.0,0.3864762307712327
preHpostN:preHpostH,Pre_ISEL_Sum : Pre_ISEL_Sum,34.5,0.560291833255302
preHpostN:preHpostH,Pre_SCS_SF_Mean : Pre_SCS_SF_Mean,46.5,0.7405223049831327
preHpostN:preHpostH,Pre_LS_Sum : Pre_LS_Sum,45.5,0.8040651144598953
preHpostN:preHpostH,Pre_NBS_Sum : Pre_NBS_Sum,68.0,0.03482761920135977
preHpostN:preHpostH,Pre_BRS_Sum : Pre_BRS_Sum,26.0,0.19494802320113747
preHpostN:preLpostL,Pre_PSS_sum : Pre_PSS_sum,0.0,0.0
preHpostN:preLpostL,Pre_CSSEC_Sum : Pre_CSSEC_Sum,0.0,0.0
preHpostN:preLpostL,Pre_ISEL_Sum : Pre_ISEL_Sum,0.0,0.0
preHpostN:preLpostL,Pre_SCS_SF_Mean : Pre_SCS_SF_Mean,0.0,0.0
preHpostN:preLpostL,Pre_LS_Sum : Pre_LS_Sum,0.0,0.0
preHpostN:preLpostL,Pre_NBS_Sum : Pre_NBS_Sum,0.0,0.0
preHpostN:preLpostL,Pre_BRS_Sum : Pre_BRS_Sum,0.0,0.0
preHpostN:preLpostH,Pre_PSS_sum : Pre_PSS_sum,0.0,0.0
preHpostN:preLpostH,Pre_CSSEC_Sum : Pre_CSSEC_Sum,0.0,0.0
preHpostN:preLpostH,Pre_ISEL_Sum : Pre_ISEL_Sum,0.0,0.0
preHpostN:preLpostH,Pre_SCS_SF_Mean : Pre_SCS_SF_Mean,0.0,0.0
preHpostN:preLpostH,Pre_LS_Sum : Pre_LS_Sum,0.0,0.0
preHpostN:preLpostH,Pre_NBS_Sum : Pre_NBS_Sum,0.0,0.0
preHpostN:preLpostH,Pre_BRS_Sum : Pre_BRS_Sum,0.0,0.0
preHpostN:preHpostL,Pre_PSS_sum : Pre_PSS_sum,0.0,0.0
preHpostN:preHpostL,Pre_CSSEC_Sum : Pre_CSSEC_Sum,0.0,0.0
preHpostN:preHpostL,Pre_ISEL_Sum : Pre_ISEL_Sum,0.0,0.0
preHpostN:preHpostL,Pre_SCS_SF_Mean : Pre_SCS_SF_Mean,0.0,0.0
preHpostN:preHpostL,Pre_LS_Sum : Pre_LS_Sum,0.0,0.0
preHpostN:preHpostL,Pre_NBS_Sum : Pre_NBS_Sum,0.0,0.0
preHpostN:preHpostL,Pre_BRS_Sum : Pre_BRS_Sum,0.0,0.0
preHpostN:preNpostN,Pre_PSS_sum : Post_PSS_sum,39.0,5.540194129609511e-09
preHpostN:preNpostN,Pre_CSSEC_Sum : Post_CSSEC_Sum,761.5,0.5704512586513579
preHpostN:preNpostN,Pre_ISEL_Sum : Post_ISEL_sum,1011.5,0.2127156342458072
preHpostN:preNpostN,Pre_SCS_SF_Mean : Post_SF_CMU_Sum,0.0,1.0068845569933933e-09
preHpostN:preNpostN,Pre_LS_Sum : Post_LS_Sum,530.5,0.024452378553116126
preHpostN:preNpostN,Pre_NBS_Sum : Post_NBS_Sum,642.0,0.15011116676986266
preHpostN:preNpostN,Pre_BRS_Sum : Post_BRS_sum,1406.5,3.678102716153232e-05
preHpostN:preNpostH,Pre_PSS_sum : Post_PSS_sum,0.0,7.692961758367834e-05
preHpostN:preNpostH,Pre_CSSEC_Sum : Post_CSSEC_Sum,42.5,0.20759977353519699
preHpostN:preNpostH,Pre_ISEL_Sum : Post_ISEL_sum,100.0,0.02094351368464179
preHpostN:preNpostH,Pre_SCS_SF_Mean : Post_SF_CMU_Sum,0.0,8.047583853786508e-05
preHpostN:preNpostH,Pre_LS_Sum : Post_LS_Sum,30.5,0.04324761241296994
preHpostN:preNpostH,Pre_NBS_Sum : Post_NBS_Sum,60.5,0.899344771466628
preHpostN:preNpostH,Pre_BRS_Sum : Post_BRS_sum,119.0,0.0004406639666113146
preHpostN:preNpostL,Pre_PSS_sum : Post_PSS_sum,5.0,0.0024277363654864933
preHpostN:preNpostL,Pre_CSSEC_Sum : Post_CSSEC_Sum,32.0,0.43330608608997356
preHpostN:preNpostL,Pre_ISEL_Sum : Post_ISEL_sum,38.5,0.8037013909040056
preHpostN:preNpostL,Pre_SCS_SF_Mean : Post_SF_CMU_Sum,0.0,0.0005993562438056378
preHpostN:preNpostL,Pre_LS_Sum : Post_LS_Sum,42.5,1.0
preHpostN:preNpostL,Pre_NBS_Sum : Post_NBS_Sum,37.0,0.7100020209724658
preHpostN:preNpostL,Pre_BRS_Sum : Post_BRS_sum,63.5,0.07920786083577688
preHpostN:preHpostN,Pre_PSS_sum : Post_PSS_sum,0.0,6.886637078335225e-06
preHpostN:preHpostN,Pre_CSSEC_Sum : Post_CSSEC_Sum,115.0,0.44836913851604354
preHpostN:preHpostN,Pre_ISEL_Sum : Post_ISEL_sum,146.5,0.02708204506841319
preHpostN:preHpostN,Pre_SCS_SF_Mean : Post_SF_CMU_Sum,0.0,7.3189341368568175e-06
preHpostN:preHpostN,Pre_LS_Sum : Post_LS_Sum,65.0,0.1347703341687816
preHpostN:preHpostN,Pre_NBS_Sum : Post_NBS_Sum,104.5,0.7816796217585038
preHpostN:preHpostN,Pre_BRS_Sum : Post_BRS_sum,143.5,0.03663742182963024
preHpostN:preLpostN,Pre_PSS_sum : Post_PSS_sum,0.5,0.001516410796926868
preHpostN:preLpostN,Pre_CSSEC_Sum : Post_CSSEC_Sum,35.0,0.9630783086045568
preHpostN:preLpostN,Pre_ISEL_Sum : Post_ISEL_sum,47.5,0.26425812663659287
preHpostN:preLpostN,Pre_SCS_SF_Mean : Post_SF_CMU_Sum,0.0,0.0013623171904465301
preHpostN:preLpostN,Pre_LS_Sum : Post_LS_Sum,11.0,0.029436705995634364
preHpostN:preLpostN,Pre_NBS_Sum : Post_NBS_Sum,30.0,0.6760172644852867
preHpostN:preLpostN,Pre_BRS_Sum : Post_BRS_sum,60.0,0.0221129608569081
preHpostN:preHpostH,Pre_PSS_sum : Post_PSS_sum,7.0,0.004156187202034121
preHpostN:preHpostH,Pre_CSSEC_Sum : Post_CSSEC_Sum,43.5,0.9342414573344571
preHpostN:preHpostH,Pre_ISEL_Sum : Post_ISEL_sum,66.0,0.051528629862740885
preHpostN:preHpostH,Pre_SCS_SF_Mean : Post_SF_CMU_Sum,0.0,0.0006022273599596302
preHpostN:preHpostH,Pre_LS_Sum : Post_LS_Sum,21.0,0.0908728095877659
preHpostN:preHpostH,Pre_NBS_Sum : Post_NBS_Sum,39.5,0.8687329135092983
preHpostN:preHpostH,Pre_BRS_Sum : Post_BRS_sum,74.5,0.007501683679922169
preHpostN:preLpostL,Pre_PSS_sum : Post_PSS_sum,0.0,0.0
preHpostN:preLpostL,Pre_CSSEC_Sum : Post_CSSEC_Sum,0.0,0.0
preHpostN:preLpostL,Pre_ISEL_Sum : Post_ISEL_sum,0.0,0.0
preHpostN:preLpostL,Pre_SCS_SF_Mean : Post_SF_CMU_Sum,0.0,0.0
preHpostN:preLpostL,Pre_LS_Sum : Post_LS_Sum,0.0,0.0
preHpostN:preLpostL,Pre_NBS_Sum : Post_NBS_Sum,0.0,0.0
preHpostN:preLpostL,Pre_BRS_Sum : Post_BRS_sum,0.0,0.0
preHpostN:preLpostH,Pre_PSS_sum : Post_PSS_sum,0.0,0.0
preHpostN:preLpostH,Pre_CSSEC_Sum : Post_CSSEC_Sum,0.0,0.0
preHpostN:preLpostH,Pre_ISEL_Sum : Post_ISEL_sum,0.0,0.0
preHpostN:preLpostH,Pre_SCS_SF_Mean : Post_SF_CMU_Sum,0.0,0.0
preHpostN:preLpostH,Pre_LS_Sum : Post_LS_Sum,0.0,0.0
preHpostN:preLpostH,Pre_NBS_Sum : Post_NBS_Sum,0.0,0.0
preHpostN:preLpostH,Pre_BRS_Sum : Post_BRS_sum,0.0,0.0
preHpostN:preHpostL,Pre_PSS_sum : Post_PSS_sum,0.0,0.0
preHpostN:preHpostL,Pre_CSSEC_Sum : Post_CSSEC_Sum,0.0,0.0
preHpostN:preHpostL,Pre_ISEL_Sum : Post_ISEL_sum,0.0,0.0
preHpostN:preHpostL,Pre_SCS_SF_Mean : Post_SF_CMU_Sum,0.0,0.0
preHpostN:preHpostL,Pre_LS_Sum : Post_LS_Sum,0.0,0.0
preHpostN:preHpostL,Pre_NBS_Sum : Post_NBS_Sum,0.0,0.0
preHpostN:preHpostL,Pre_BRS_Sum : Post_BRS_sum,0.0,0.0
preLpostN:preHpostH,Pre_PSS_sum : Pre_PSS_sum,30.0,0.007969413024121784
preLpostN:preHpostH,Pre_CSSEC_Sum : Pre_CSSEC_Sum,28.0,0.022478873366125265
preLpostN:preHpostH,Pre_ISEL_Sum : Pre_ISEL_Sum,10.5,0.4631687362979815
preLpostN:preHpostH,Pre_SCS_SF_Mean : Pre_SCS_SF_Mean,0.0,0.00811311726556578
preLpostN:preHpostH,Pre_LS_Sum : Pre_LS_Sum,24.0,0.11984615709682368
preLpostN:preHpostH,Pre_NBS_Sum : Pre_NBS_Sum,30.0,0.007827028296291774
preLpostN:preHpostH,Pre_BRS_Sum : Pre_BRS_Sum,0.0,0.007827028296291774
preLpostN:preLpostL,Pre_PSS_sum : Pre_PSS_sum,0.0,0.0
preLpostN:preLpostL,Pre_CSSEC_Sum : Pre_CSSEC_Sum,0.0,0.0
preLpostN:preLpostL,Pre_ISEL_Sum : Pre_ISEL_Sum,0.0,0.0
preLpostN:preLpostL,Pre_SCS_SF_Mean : Pre_SCS_SF_Mean,0.0,0.0
preLpostN:preLpostL,Pre_LS_Sum : Pre_LS_Sum,0.0,0.0
preLpostN:preLpostL,Pre_NBS_Sum : Pre_NBS_Sum,0.0,0.0
preLpostN:preLpostL,Pre_BRS_Sum : Pre_BRS_Sum,0.0,0.0
preLpostN:preLpostH,Pre_PSS_sum : Pre_PSS_sum,0.0,0.0
preLpostN:preLpostH,Pre_CSSEC_Sum : Pre_CSSEC_Sum,0.0,0.0
preLpostN:preLpostH,Pre_ISEL_Sum : Pre_ISEL_Sum,0.0,0.0
preLpostN:preLpostH,Pre_SCS_SF_Mean : Pre_SCS_SF_Mean,0.0,0.0
preLpostN:preLpostH,Pre_LS_Sum : Pre_LS_Sum,0.0,0.0
preLpostN:preLpostH,Pre_NBS_Sum : Pre_NBS_Sum,0.0,0.0
preLpostN:preLpostH,Pre_BRS_Sum : Pre_BRS_Sum,0.0,0.0
preLpostN:preHpostL,Pre_PSS_sum : Pre_PSS_sum,0.0,0.0
preLpostN:preHpostL,Pre_CSSEC_Sum : Pre_CSSEC_Sum,0.0,0.0
preLpostN:preHpostL,Pre_ISEL_Sum : Pre_ISEL_Sum,0.0,0.0
preLpostN:preHpostL,Pre_SCS_SF_Mean : Pre_SCS_SF_Mean,0.0,0.0
preLpostN:preHpostL,Pre_LS_Sum : Pre_LS_Sum,0.0,0.0
preLpostN:preHpostL,Pre_NBS_Sum : Pre_NBS_Sum,0.0,0.0
preLpostN:preHpostL,Pre_BRS_Sum : Pre_BRS_Sum,0.0,0.0
preLpostN:preNpostN,Pre_PSS_sum : Post_PSS_sum,356.5,0.47971264750922016
preLpostN:preNpostN,Pre_CSSEC_Sum : Post_CSSEC_Sum,479.0,0.02451430762487089
preLpostN:preNpostN,Pre_ISEL_Sum : Post_ISEL_sum,304.0,0.9647683453512095
preLpostN:preNpostN,Pre_SCS_SF_Mean : Post_SF_CMU_Sum,0.0,0.00016018762776658126
preLpostN:preNpostN,Pre_LS_Sum : Post_LS_Sum,415.5,0.14696140541237088
preLpostN:preNpostN,Pre_NBS_Sum : Post_NBS_Sum,555.0,0.0013178094984502395
preLpostN:preNpostN,Pre_BRS_Sum : Post_BRS_sum,38.0,0.0009569533049414759
preLpostN:preNpostH,Pre_PSS_sum : Post_PSS_sum,26.0,0.6851971751939432
preLpostN:preNpostH,Pre_CSSEC_Sum : Post_CSSEC_Sum,33.5,0.16105235538722285
preLpostN:preNpostH,Pre_ISEL_Sum : Post_ISEL_sum,29.5,0.38402640329969884
preLpostN:preNpostH,Pre_SCS_SF_Mean : Post_SF_CMU_Sum,0.0,0.0033534364549463185
preLpostN:preNpostH,Pre_LS_Sum : Post_LS_Sum,30.5,0.315709819507521
preLpostN:preNpostH,Pre_NBS_Sum : Post_NBS_Sum,37.0,0.05994560507094402
preLpostN:preNpostH,Pre_BRS_Sum : Post_BRS_sum,4.5,0.01922887622149007
preLpostN:preNpostL,Pre_PSS_sum : Post_PSS_sum,19.0,0.5189924682098411
preLpostN:preNpostL,Pre_CSSEC_Sum : Post_CSSEC_Sum,25.0,0.0828374251588063
preLpostN:preNpostL,Pre_ISEL_Sum : Post_ISEL_sum,11.0,0.5209159105397685
preLpostN:preNpostL,Pre_SCS_SF_Mean : Post_SF_CMU_Sum,0.0,0.007969413024121784
preLpostN:preNpostL,Pre_LS_Sum : Post_LS_Sum,24.0,0.12069080052744556
preLpostN:preNpostL,Pre_NBS_Sum : Post_NBS_Sum,30.0,0.007685967384564919
preLpostN:preNpostL,Pre_BRS_Sum : Post_BRS_sum,0.0,0.007827028296291774
preLpostN:preHpostN,Pre_PSS_sum : Post_PSS_sum,54.5,0.07634103653906514
preLpostN:preHpostN,Pre_CSSEC_Sum : Post_CSSEC_Sum,66.0,0.004746519919927754
preLpostN:preHpostN,Pre_ISEL_Sum : Post_ISEL_sum,40.5,0.6421117743124654
preLpostN:preHpostN,Pre_SCS_SF_Mean : Post_SF_CMU_Sum,0.0,0.0013959788771255568
preLpostN:preHpostN,Pre_LS_Sum : Post_LS_Sum,50.5,0.1639873120608114
preLpostN:preHpostN,Pre_NBS_Sum : Post_NBS_Sum,67.0,0.0033699861335826356
preLpostN:preHpostN,Pre_BRS_Sum : Post_BRS_sum,0.0,0.0013357725974415563
preLpostN:preLpostN,Pre_PSS_sum : Post_PSS_sum,20.0,0.13879173842360976
preLpostN:preLpostN,Pre_CSSEC_Sum : Post_CSSEC_Sum,17.0,0.4033953048926283
preLpostN:preLpostN,Pre_ISEL_Sum : Post_ISEL_sum,15.0,0.6704021525148367
preLpostN:preLpostN,Pre_SCS_SF_Mean : Post_SF_CMU_Sum,0.0,0.012185780355344813
preLpostN:preLpostN,Pre_LS_Sum : Post_LS_Sum,16.0,0.5308693039685082
preLpostN:preLpostN,Pre_NBS_Sum : Post_NBS_Sum,23.0,0.03557883323959408
preLpostN:preLpostN,Pre_BRS_Sum : Post_BRS_sum,4.0,0.09169028154942915
preLpostN:preHpostH,Pre_PSS_sum : Post_PSS_sum,17.5,0.7118520451183861
preLpostN:preHpostH,Pre_CSSEC_Sum : Post_CSSEC_Sum,26.0,0.05523425371806383
preLpostN:preHpostH,Pre_ISEL_Sum : Post_ISEL_sum,20.0,0.39926914317106554
preLpostN:preHpostH,Pre_SCS_SF_Mean : Post_SF_CMU_Sum,0.0,0.00811311726556578
preLpostN:preHpostH,Pre_LS_Sum : Post_LS_Sum,16.5,0.854805435691019
preLpostN:preHpostH,Pre_NBS_Sum : Post_NBS_Sum,27.0,0.034926255949542
preLpostN:preHpostH,Pre_BRS_Sum : Post_BRS_sum,5.5,0.09880231368636007
preLpostN:preLpostL,Pre_PSS_sum : Post_PSS_sum,0.0,0.0
preLpostN:preLpostL,Pre_CSSEC_Sum : Post_CSSEC_Sum,0.0,0.0
preLpostN:preLpostL,Pre_ISEL_Sum : Post_ISEL_sum,0.0,0.0
preLpostN:preLpostL,Pre_SCS_SF_Mean : Post_SF_CMU_Sum,0.0,0.0
preLpostN:preLpostL,Pre_LS_Sum : Post_LS_Sum,0.0,0.0
preLpostN:preLpostL,Pre_NBS_Sum : Post_NBS_Sum,0.0,0.0
preLpostN:preLpostL,Pre_BRS_Sum : Post_BRS_sum,0.0,0.0
